,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
G1948,150.0,67.0,129.0,76.0,20.0,39.0,68.0,58.0,51.0,75.0,75.0,63.0,145.0,7.0,136.0,85.0,20.0,39.0,52.0,222.0,1.58,8.05,192.0,83.0
G1949,333.0,145.0,584.0,37.0,97.0,275.0,162.0,30.0,68.0,51.0,62.0,83.0,57.0,188.0,380.0,405.0,78.0,293.0,504.0,104.0,303.0,174.0,202.0,191.0
G1950,643.0,712.0,715.0,124.0,185.0,464.0,295.0,164.0,181.0,177.0,318.0,295.0,920.0,775.0,848.0,504.0,857.0,613.0,524.0,506.0,1291.0,460.0,1013.0,580.0
G1951,368.0,761.0,348.0,174.0,848.0,503.0,762.0,258.0,297.0,161.0,138.0,263.0,387.0,673.0,825.0,879.0,518.0,1012.0,1156.0,849.0,333.0,1079.0,1615.0,2072.0
G1952,740.4,445.22,397.39,142.49,756.48,298.73,468.18,61.77,45.43,122.57,140.19,106.3,25.35,78.63,180.95,245.68,142.26,201.05,414.48,53.08,84.64,235.01,166.82,102.83
G1953,1.0,2.0,5.0,9.0,1.81,1.0,4.0,7.6,5.12,9.15,25.0,2.0,2.06,8.94,7.06,7.62,9.64,6.38,36.0,3.71,6.94,3.31,1.52,3.72
G1954,237.0,149.0,154.0,57.0,67.0,631.0,88.0,10.0,4.0,11.0,11.0,10.0,9.0,27.0,46.0,80.0,9.0,290.0,48.0,131.0,5.0,183.0,348.0,333.0
G1955,791.0,439.0,424.0,150.0,329.0,313.0,338.0,45.0,38.0,38.0,77.0,54.0,164.0,264.0,915.0,416.0,278.0,305.0,1135.0,729.0,249.0,704.0,825.0,494.0
G1956,7.77,3.0,9.64,1.0,1.0,2.0,1.0,6.09,5.42,8.0,3.0,1.0,1.0,7.56,3.05,4.52,6.53,5.18,9.25,7.14,3.05,2.6,1.54,2.3
G1957,19.0,123.0,85.0,5.0,45.0,52.0,66.0,15.0,59.0,8.0,5.0,7.0,17.0,2.0,8.0,25.0,2.0,49.0,39.0,7.66,8.68,3.47,19.0,5.62
G1958,63.09,59.97,115.45,9.11,116.06,167.67,129.11,16.15,28.25,24.64,5.5,5.0,3.0,23.0,4.67,3.32,105.34,84.67,14.0,32.0,25.0,76.0,29.0,9.0
G1959,37.0,24.0,17.0,30.0,4.0,18.0,13.0,2.0,9.0,17.0,27.0,43.0,58.0,11.0,44.0,3.0,1.0,2.0,2.9,7.14,4.0,9.0,42.0,4.68
G1960,1308.0,431.0,691.0,165.0,449.0,3592.99,392.99,274.0,234.0,331.0,476.0,365.96,303.0,312.0,446.0,163.0,361.0,1984.0,435.0,708.0,490.98,558.0,794.0,721.0
G1961,39.12,23.05,42.15,7.03,16.01,32.11,30.14,5.0,12.01,4.0,5.0,9.0,12.02,70.29,160.97,52.32,69.38,22.11,103.55,97.2,26.06,167.72,153.62,205.88
G1962,2291.0,1956.0,4987.73,349.91,3537.4,1490.0,2139.0,435.0,201.92,1144.0,712.78,746.0,2593.52,3485.58,999.0,4860.6,3314.0,4224.14,2679.63,3816.97,4109.48,2503.46,8592.9,9878.25
G1963,71.0,155.0,19.0,3.0,203.0,469.0,155.0,396.0,517.0,250.0,89.0,297.0,4.0,5.57,13.0,8.51,2.79,5.9,9.8,5.07,5.31,8.0,3.2,9.67
G1964,4.06,1.0,10.0,5.07,2.0,4.0,2.29,1.62,8.13,4.38,3.0,1.52,7.43,9.94,6.73,8.0,4.0,19.0,1.42,6.74,7.22,3.45,125.0,2.11
G1965,230.0,176.0,312.0,53.0,158.0,154.0,197.0,22.0,23.0,13.0,32.0,47.0,35.0,321.0,228.0,199.0,104.0,55.0,654.0,634.0,117.0,980.0,607.0,498.0
G1966,51.23,57.49,55.43,4.0,30.91,24.53,24.0,12.0,5.0,11.0,8.0,19.0,5.92,34.67,5.0,3.48,2.0,6.16,9.0,6.0,10.0,143.6,1.0,13.0
G1967,109.33,51.56,73.62,15.0,117.0,184.0,36.77,4.0,1.33,4.74,4.0,8.0,32.78,93.0,337.0,96.0,40.0,250.39,81.77,24.88,15.0,439.9,218.13,73.0
G1968,154.71,285.38,433.29,177.0,397.19,508.13,1272.92,16.6,53.22,14.89,24.14,28.35,10.2,130.67,365.24,68.15,100.61,113.0,209.13,128.0,11.0,129.22,285.39,118.67
G1969,8.79,6.78,7.5,4.64,2.66,1.54,2.14,1.33,3.55,9.18,4.28,8.94,7.03,9.14,7.92,8.27,5.03,6.04,8.76,5.71,5.27,8.51,2.14,1.73
G1970,163.78,254.65,240.51,121.0,460.2,446.91,191.65,125.14,122.0,138.36,245.71,203.75,24.48,136.0,374.05,205.0,381.78,191.94,24.0,289.0,90.0,176.98,262.0,115.0
G1971,469.19,528.46,854.82,216.11,459.55,446.95,545.16,211.3,284.81,164.35,217.53,319.7,186.37,336.84,500.7,399.48,93.45,438.17,153.66,1558.29,147.7,362.37,1348.49,1362.28
G1972,1166.0,991.0,2527.0,274.0,1631.0,2139.0,1507.0,366.0,188.0,320.0,542.0,481.0,237.0,2102.0,5786.0,1811.0,2182.0,4930.0,6705.0,6739.0,1951.0,1952.0,7688.0,11518.0
G1973,7.72,1.0,11.0,16.0,2.0,3.0,1.0,1.0,2.0,4.12,1.26,2.0,1.0,3.0,2.0,4.48,9.23,9.84,9.0,1.0,1.0,3.18,3.43,7.0
G1974,19.0,240.0,83.0,211.0,173.0,342.0,240.0,22.0,78.0,15.0,72.0,74.0,11.0,121.0,333.0,211.0,132.0,277.0,474.0,132.0,102.0,21.0,94.0,321.0
G1975,9.22,2.28,7.17,1.0,1.95,6.08,3.84,4.77,1.0,1.4,1.0,5.76,4.67,3.9,1.8,9.03,8.99,3.35,3.41,2.49,4.71,1.28,3.13,2.36
G1976,52.0,676.0,127.0,528.0,132.0,196.0,802.0,163.0,449.0,148.0,509.0,454.0,2.26,2.97,4.58,14.0,1.0,32.0,1.22,6.0,41.0,1.0,7.0,4.11
G1977,9.61,6.72,6.76,7.54,7.42,94.0,6.6,14.0,5.43,1.0,1.0,9.85,9.17,1.92,8.38,7.37,1.0,12.0,8.91,47.0,6.0,2.61,1.0,40.0
G1978,4.0,48.0,3.0,350.0,1.0,43.0,5.0,24.0,189.0,19.0,101.0,55.0,1.13,2.0,4.94,1.84,7.42,2.55,3.05,7.42,8.77,2.13,7.52,7.03
G1979,124.0,80.0,266.0,11.0,112.0,29.0,54.0,21.0,6.0,18.0,11.0,13.0,108.0,103.0,14.0,61.0,24.0,100.0,25.0,1.0,39.0,4.4,216.0,1.83
G1980,436.0,909.0,475.0,278.0,433.0,408.0,492.0,111.0,242.0,169.0,215.0,179.0,372.0,681.0,751.0,682.0,1163.0,514.0,985.0,677.0,747.0,723.0,1239.0,1265.0
G1981,224.0,479.0,320.0,54.0,1719.0,2831.0,431.0,8.0,29.0,236.0,5.0,13.0,49.0,849.0,13.0,1.0,1385.0,871.0,762.0,1.39,670.0,399.0,304.0,338.0
G1982,157.62,325.91,168.0,100.0,70.0,206.0,125.0,128.0,73.0,129.98,129.94,163.0,371.0,126.0,232.0,134.0,126.0,139.0,100.0,116.0,139.0,241.0,224.0,300.75
G1983,6.0,98.0,29.0,14.0,29.0,12.0,11.0,4.0,13.0,6.0,8.0,11.0,6.0,7.0,25.0,4.52,27.0,1.0,2.41,12.0,4.0,27.0,6.8,1.0
G1984,3.0,7.02,112.0,34.0,4.18,3.0,1.0,6.45,1.0,5.93,191.0,1.0,1.69,8.72,5.72,6.42,5.3,6.81,3.11,5.49,7.04,6.58,5.23,3.59
G1985,113.0,255.0,125.0,54.0,199.0,209.0,108.0,14.0,15.0,4.0,7.0,8.0,23.0,49.0,134.0,338.0,138.0,220.0,271.0,1000.0,49.0,518.0,321.0,663.0
G1986,1243.0,836.0,3287.0,18.0,1087.0,702.0,646.0,105.0,27.0,42.0,37.0,10.0,1232.0,599.0,206.0,1539.0,91.0,979.0,136.0,1130.0,386.0,1.51,2872.0,75.0
G1987,1.0,6.32,9.47,5.0,9.73,8.16,9.1,1.0,1.35,4.43,4.0,8.49,2.0,4.34,3.75,8.68,7.34,9.07,1.0,1.74,1.16,1.94,1.06,5.9
G1988,5.25,6.0,566.0,141.0,1.9,6.72,5.69,9.52,1.54,5.19,4.55,1.1,6.73,1.8,2.26,9.49,5.79,3.83,9.33,4.51,3.43,1.38,3.68,9.98
G1989,3.38,5.38,2.0,8.08,1.0,5.42,1.39,8.51,3.75,8.36,4.31,2.51,5.35,6.04,9.89,1.74,4.44,7.08,1.81,9.67,1.41,6.5,7.7,5.08
G1990,281.0,274.0,192.0,50.0,193.0,207.0,199.0,127.0,96.0,266.0,199.0,236.0,261.0,92.0,167.0,189.0,292.0,560.0,296.0,234.0,182.99,192.0,175.0,337.0
G1991,2049.0,1510.0,1428.0,144.0,331.0,1615.0,836.0,128.0,158.0,65.0,116.0,156.0,631.0,1321.0,4066.0,628.0,317.0,563.0,710.0,703.0,677.0,230.0,725.0,840.0
G1992,352.52,734.49,2226.93,258.87,998.79,1450.75,794.27,140.88,374.54,208.93,238.0,340.78,435.18,1659.64,1163.09,871.97,5470.86,2672.97,1766.81,3057.82,4187.65,1440.35,1390.0,1964.86
G1993,9.03,3.48,4.67,8.0,4.0,2.87,5.76,3.84,4.11,2.13,6.29,4.66,3.47,8.53,9.15,1.0,1.46,7.17,6.35,8.77,7.13,9.69,9.06,7.97
G1994,89.31,485.41,161.46,1.0,142.34,128.73,47.42,253.47,35.25,243.87,29.5,30.77,63.79,47.1,47.91,167.75,34.29,533.38,155.32,541.61,587.12,31.99,231.75,51.0
G1995,1394.0,1049.0,1461.0,526.0,712.0,556.0,757.0,242.0,262.0,401.0,418.0,521.0,1880.0,1467.0,1953.0,1142.0,1559.0,936.0,1017.0,3424.0,3523.0,1662.0,3013.0,4190.0
G1996,5.0,3.0,6.0,10.0,3.0,411.0,6.0,2.0,1.0,1.46,7.0,1.0,3.29,6.95,1.31,1.1,1.15,7.98,8.25,7.38,6.83,2.37,32.0,6.26
G1997,342.0,666.0,187.0,35.0,98.0,60.0,308.0,24.0,63.0,27.0,779.0,79.0,129.0,34.0,17.0,201.0,8.12,6.0,6.05,8.98,4.41,1.52,215.0,6.94
G1998,375.0,5944.0,2651.0,1246.0,12513.0,4796.0,10140.0,2710.0,1194.0,755.0,2174.0,878.0,121.0,2170.0,5917.0,742.0,7283.0,18037.0,10470.0,4748.0,5717.0,1837.0,8790.0,11585.0
G1999,2.0,40.0,125.0,223.0,14.0,28.0,40.0,2.0,16.0,6.0,18.0,5.0,27.0,47.0,171.0,582.0,94.0,342.0,126.0,94.0,1.48,1.55,539.0,212.0
G2000,147.59,563.04,387.37,91.51,429.24,430.81,356.42,62.96,78.54,111.88,90.73,129.52,78.0,427.0,213.0,193.0,349.0,434.0,379.0,453.99,784.54,416.37,390.0,656.0
G2001,1.76,9.54,7.47,3.26,8.8,6.18,2.53,5.86,8.13,3.94,4.71,8.5,7.39,6.34,9.57,5.28,2.14,2.82,4.04,5.52,3.7,8.25,4.81,7.67
G2002,791.0,381.0,946.0,333.0,385.0,245.0,1183.0,51.0,106.0,171.0,182.0,164.0,147.0,241.0,1211.0,727.0,330.0,246.0,456.0,164.0,175.0,456.0,656.0,739.0
G2003,13.0,13.0,12.0,86.0,1758.0,91.0,17.0,5.0,34.0,4.0,45.0,17.0,7.24,5.58,6.4,7.88,519.0,7.34,9.34,1.0,1.01,1.2,222.0,5.75
G2004,1082.45,1182.42,2493.66,319.86,918.23,1360.31,1463.08,173.0,93.0,171.16,129.89,281.44,265.0,537.18,549.0,375.12,223.0,1755.31,1235.0,402.0,264.05,409.93,917.27,807.15
G2005,2.0,44.0,439.0,82.0,346.0,269.0,199.0,5.0,9.0,48.0,7.0,9.0,4.0,63.0,854.0,782.0,181.0,1590.0,2401.0,636.0,62.0,86.0,1010.0,1327.0
G2006,94.0,119.0,198.0,2.0,52.0,5.0,123.0,34.0,5.0,9.0,10.0,98.0,13.0,58.0,57.0,42.0,53.0,147.0,320.0,10.0,47.0,8.73,164.0,2.0
G2007,10455.0,4682.0,4911.0,1666.0,6088.0,18053.0,6716.0,928.0,3152.0,1087.0,1303.0,1927.0,2631.0,5408.0,19327.0,15146.0,3117.0,16065.0,14279.0,33551.0,22127.0,64639.0,29373.0,81649.0
G2008,1522.99,479.0,1414.0,133.0,160.98,394.0,357.0,121.0,177.0,169.0,164.0,223.0,1698.0,716.0,1176.0,1271.0,443.0,1156.0,1489.0,650.0,2494.0,415.0,1427.0,1409.0
G2009,3.31,3.93,41.0,9.49,6.97,8.09,1.57,7.08,3.0,3.86,8.92,7.2,5.93,4.28,6.67,3.18,2.91,3.49,5.25,6.89,3.91,2.06,2.25,6.49
G2010,39.0,77.0,262.0,142.0,208.0,280.0,401.0,12.0,26.0,12.0,25.0,22.0,4.0,45.0,384.0,184.0,26.0,87.0,129.0,33.0,16.0,36.0,822.0,38.0
G2011,1026.0,1862.78,2552.0,190.28,1556.53,1625.74,2184.95,202.0,118.0,174.03,176.84,266.43,166.0,600.0,1179.0,981.16,476.61,3615.3,2266.68,1672.45,2198.09,708.0,1161.75,1880.74
G2012,31.0,31.0,83.0,4.21,36.0,295.0,107.0,11.0,13.0,5.0,22.0,9.0,3.0,18.0,133.0,734.0,49.0,126.0,63.0,115.0,5.0,62.0,124.0,164.0
G2013,22.0,8.0,49.0,10.0,5.0,8.0,6.0,7.94,3.95,3.08,7.45,3.0,5.0,2.63,7.0,4.57,8.54,11.0,5.69,4.18,3.0,7.8,25.0,8.77
G2014,6.0,20.0,140.74,16.0,3.0,1.0,9.0,2.0,1.0,9.33,3.03,5.11,1.0,3.83,239.0,1.0,4.35,5.03,4.71,8.75,6.95,5.53,18.28,5.66
G2015,5.27,14.31,20.17,9.13,7.58,49.32,2.15,2.24,9.0,7.0,5.13,4.35,3.0,5.76,6.28,1.16,9.41,5.52,4.1,3.16,9.35,4.17,8.86,8.23
G2016,17.0,11.0,31.0,3.26,8.0,6.0,26.0,1.0,9.0,3.0,6.0,13.0,9.0,19.0,22.0,12.0,20.0,1.07,56.0,41.0,19.0,9.46,65.0,67.0
G2017,5.79,2.18,1.8,5.3,7.16,1.0,5.26,9.1,7.75,7.99,3.62,4.47,3.11,6.95,2.51,9.98,8.84,7.56,1.0,1.68,4.1,3.0,1.0,7.0
G2018,299.0,67.0,421.0,41.0,29.0,11.0,643.0,11.0,31.0,109.0,46.0,76.0,838.0,8.9,21.0,4.0,17.0,2.0,638.0,2.99,7.54,9.84,62.0,7.0
G2019,528.7,339.51,773.46,23.99,83.26,323.86,146.18,45.25,15.68,24.62,23.11,21.34,141.14,261.5,162.38,785.05,58.69,340.04,336.07,392.2,150.88,47.8,581.75,168.21
G2020,75.0,67.0,61.0,58.0,1059.99,33.0,556.0,30.0,2.0,42.0,32.0,64.0,49.0,20.0,94.0,233.0,243.0,122.0,513.0,489.0,26.0,117.0,239.0,804.0
G2021,73.69,255.16,59.3,293.88,124.37,303.68,197.91,61.0,63.0,91.0,89.0,143.0,21.0,154.66,224.74,123.18,74.1,31.71,155.53,375.0,55.68,322.97,163.0,424.83
G2022,214.0,168.0,95.0,81.0,199.0,145.0,154.0,15.0,11.0,22.0,22.0,35.0,17.0,74.0,120.0,226.0,92.0,144.0,80.0,305.0,28.0,387.0,190.0,618.0
G2023,6.23,5.38,1.0,6.99,2.07,8.48,1.19,5.55,2.47,4.28,2.12,1.0,3.16,1.25,7.43,8.33,2.59,6.45,2.49,5.32,8.24,9.92,1.22,9.68
G2024,409.0,413.0,265.0,46.0,309.0,515.0,309.0,9.0,17.0,24.0,40.0,34.0,34.0,121.0,217.0,45.0,154.0,46.0,231.0,88.0,62.0,369.0,195.0,430.0
G2025,149.0,196.0,345.0,166.0,73.0,121.0,193.0,84.0,102.0,112.0,170.0,115.0,326.0,52.0,609.0,686.0,371.0,403.0,348.0,110.0,34.0,46.0,446.0,296.0
G2026,289.0,206.0,153.0,78.0,189.0,150.0,213.0,33.0,51.0,27.0,42.0,59.0,36.0,79.0,151.0,23.0,26.0,40.0,33.0,126.0,69.0,94.0,24.0,254.0
G2027,13.45,31.92,22.78,54.76,12.19,36.4,42.64,6.1,7.58,6.96,29.86,10.78,3.03,1.0,3.24,1.33,1.53,4.45,7.18,7.26,4.91,1.53,136.47,8.82
G2028,1268.0,1510.0,1055.0,254.0,365.0,1033.0,506.0,157.0,240.0,261.0,355.0,502.0,912.0,286.0,3523.0,866.0,774.0,774.0,1385.0,813.0,1529.0,1251.0,973.0,1114.0
G2029,937.0,1319.0,767.0,189.0,609.0,3084.0,638.0,246.0,476.0,356.0,773.0,412.0,530.0,604.0,1247.0,445.0,539.0,1234.0,643.0,773.0,1632.0,622.0,1302.0,1485.0
G2030,5.95,3.0,35.0,7.49,5.0,3.0,7.0,8.86,7.39,8.51,1.53,1.2,1.01,5.35,2.34,7.21,7.61,1.08,7.49,1.75,9.24,6.49,9.61,7.34
G2031,383.48,262.8,303.05,102.56,115.41,140.55,168.27,88.03,70.6,131.66,128.52,171.41,218.18,147.78,315.08,141.64,126.34,121.69,128.49,157.52,95.26,149.61,58.34,177.59
G2032,2.0,1.0,2.0,4.56,9.54,5.43,7.66,7.76,8.9,2.11,1.76,7.42,1.0,7.95,9.07,7.12,2.36,7.72,4.35,6.92,2.52,7.56,8.7,2.39
G2033,7.18,5.0,14.0,31.0,2.9,5.0,6.35,3.0,6.0,3.0,2.0,3.0,1.9,4.44,4.0,4.7,5.53,9.36,1.0,1.0,5.72,2.18,5.77,1.1
G2034,168.0,138.0,46.0,10.0,58.0,39.0,37.0,1.0,4.43,4.0,4.0,2.0,1.0,4.0,2.48,25.0,6.0,2.0,11.0,6.0,3.0,49.0,71.0,78.0
G2035,298.0,203.0,157.0,204.0,139.0,498.0,124.0,10.0,164.0,11.0,143.0,119.0,30.0,70.0,75.0,83.0,132.0,119.0,168.0,197.0,109.0,315.0,137.0,272.0
G2036,161.0,252.0,84.0,16.0,60.0,11.0,29.0,4.0,5.0,7.0,20.0,11.0,12.0,37.0,28.0,49.0,62.0,51.0,15.0,361.0,23.0,349.0,91.0,650.0
G2037,1317.0,3667.0,734.0,231.0,1219.0,513.0,1018.0,123.0,130.0,122.0,115.0,212.0,119.0,352.0,723.0,1148.2,781.0,676.46,332.62,1766.1,324.0,2629.66,2608.22,6546.13
G2038,3315.54,7931.9,9002.45,875.5,2234.15,10183.2,4760.47,3988.47,1721.25,3527.57,2470.17,2960.3,4419.93,8914.22,8309.34,6090.74,4772.98,34481.84,15707.39,26269.8,16126.66,16386.72,20842.21,27811.74
G2039,5.0,3.0,4.0,7.24,2.93,5.88,6.04,7.47,2.98,3.95,6.8,9.75,3.66,6.18,6.44,7.2,2.25,8.23,7.14,6.81,4.11,3.13,2.91,1.51
G2040,9.0,835.0,12.0,32.0,264.0,336.0,8.0,62.0,13.0,188.0,122.0,176.0,1.0,1067.0,234.0,5.0,165.0,77.0,4.13,234.0,198.0,682.0,211.0,644.0
G2041,68.0,400.0,220.0,83.0,31.0,57.0,286.0,87.0,182.0,228.0,393.0,341.0,29.0,8.0,355.0,39.0,12.0,4.0,390.0,51.0,170.0,32.0,242.0,6.6
G2042,233.0,170.0,128.0,57.0,107.0,250.0,241.0,35.0,27.0,24.0,26.0,43.0,63.0,128.0,277.0,90.0,152.0,231.0,720.0,606.0,225.0,499.0,649.0,1073.0
G2043,299.36,463.17,772.49,124.16,147.62,235.69,279.49,154.0,131.0,148.87,174.0,168.0,683.23,718.55,437.0,559.09,467.0,408.71,724.86,854.2,1269.96,522.4,1023.65,1087.86
G2044,22.0,203.0,68.0,319.0,24.0,480.0,60.0,115.0,100.0,73.0,77.0,48.0,14.0,118.0,325.0,24.0,69.0,305.0,35.0,1580.0,647.0,181.0,187.0,22.0
G2045,439.0,191.0,232.0,93.0,157.0,291.0,96.0,91.0,57.0,181.0,165.0,181.0,292.0,109.0,343.0,170.0,134.0,178.0,115.0,821.0,190.0,658.0,449.0,892.0
G2046,13.0,38.0,87.95,114.27,171.72,123.82,255.5,11.41,27.0,26.27,25.44,44.4,3.0,2.86,4.29,1.0,6.22,6.59,8.31,1.44,5.57,2.38,399.0,6.06
G2047,2355.0,4135.0,2080.0,570.0,1928.0,1847.0,1779.0,465.0,589.0,867.0,1479.0,1091.0,1106.0,734.0,1676.0,1186.0,1315.0,1758.0,866.0,1342.0,1677.0,796.0,1976.0,1804.0
G2048,5.76,7.72,1.0,9.68,5.31,3.52,5.0,2.48,1.0,2.31,8.09,9.14,9.07,7.41,8.53,4.34,6.39,3.11,5.99,2.12,1.08,6.57,1.0,1.91
G2049,186.0,183.0,78.0,26.0,53.0,77.0,39.0,11.0,7.0,15.0,23.0,18.0,10.0,77.0,153.0,59.0,58.0,33.0,127.0,87.0,23.0,256.0,380.0,220.0
G2050,1.0,2.0,2.0,2.0,1.15,1.32,7.13,5.14,2.0,7.75,1.0,4.0,1.0,5.67,8.96,6.54,8.47,6.86,4.92,5.08,1.73,7.84,1.93,1.63
G2051,52.0,147.0,48.0,91.0,34.0,209.0,30.0,10.0,20.0,6.0,89.0,15.0,17.0,58.0,158.0,59.0,10.0,22.0,46.0,37.0,14.0,340.0,199.0,172.0
G2052,6.01,9.4,7.18,8.92,9.64,8.09,2.17,8.91,4.53,6.35,4.68,3.02,8.68,1.67,1.51,1.29,9.98,6.98,6.08,8.73,4.13,3.97,6.73,1.55
G2053,1.28,5.16,8.08,3.44,3.04,3.73,3.81,3.48,6.37,2.07,8.23,5.68,7.78,7.82,2.6,1.0,1.12,7.13,2.0,1.0,4.77,8.39,1.64,4.99
G2054,845.33,1248.6,706.73,288.38,714.94,1011.51,742.48,99.41,82.03,103.23,148.84,183.88,138.0,179.1,596.75,556.19,128.0,1158.68,578.39,226.4,86.0,553.91,623.29,1641.12
G2055,650.65,1560.81,695.95,633.33,1884.26,4281.22,1121.68,639.63,528.47,120.97,926.12,594.99,78.0,54.0,384.0,6.7,10.0,305.46,9.06,17.0,79.0,151.53,443.99,4.0
G2056,2.0,50.0,70.0,11.0,75.0,253.0,62.0,1.0,8.0,8.0,10.0,10.0,3.45,9.7,15.0,8.57,22.0,68.0,88.0,42.0,17.0,100.0,58.0,213.0
G2057,117.0,180.0,72.0,121.0,173.0,117.0,18.0,14.0,100.0,16.0,214.0,489.0,25.0,786.0,289.0,63.0,302.0,153.0,542.0,595.0,44.0,48.0,87.0,160.0
G2058,128.19,169.32,91.76,94.56,110.12,396.46,185.24,88.19,91.51,123.87,56.09,60.37,7.38,18.89,8.72,1.08,19.43,89.08,13.48,6.19,62.06,384.49,97.7,75.1
G2059,8.0,54.0,3.0,78.0,24.0,10.0,9.0,17.0,8.0,5.0,24.0,23.0,6.53,3.37,4.18,2.36,2.66,5.51,9.94,4.93,6.29,5.28,9.6,3.34
G2060,225.8,22.69,236.66,7.41,405.28,240.84,155.24,39.54,38.11,18.38,2.49,19.94,366.97,106.99,93.75,1987.68,199.92,1268.78,268.9,523.51,468.34,3.0,204.45,1221.57
G2061,37.0,428.0,63.0,362.0,85.0,152.0,692.0,15.0,155.0,20.0,53.0,63.0,4.58,5.57,7.71,9.3,1.93,7.1,2.23,1.0,7.95,2.4,5.0,7.2
G2062,10.0,1.0,137.0,79.0,7.0,169.0,53.0,2.0,3.0,7.0,10.0,11.0,7.0,6.47,4.0,2.0,2.0,1.0,6.05,7.77,8.16,37.0,9.97,1.66
G2063,181.0,368.0,236.0,123.0,224.0,241.0,215.0,47.0,53.0,65.0,91.0,88.0,255.0,302.0,417.0,355.0,348.0,252.0,523.0,325.0,242.0,355.0,590.0,532.0
G2064,5.99,2.56,37.0,9.17,5.0,10.0,3.9,9.65,8.2,4.17,2.84,4.7,1.0,8.01,5.35,9.0,9.01,83.0,5.88,4.85,5.05,9.09,5.3,6.78
G2065,2.0,2.39,1.0,12.0,2.0,1.41,6.0,6.26,9.81,1.79,1.99,2.36,9.38,5.85,2.0,9.98,4.18,9.84,47.0,7.97,5.47,4.52,1.0,9.25
G2066,519.0,1277.0,226.66,137.51,349.0,1215.0,425.23,178.0,261.0,199.58,193.88,320.0,808.4,1066.9,1615.92,520.37,380.05,1354.24,725.17,490.89,2199.59,535.53,299.01,1248.36
G2067,8.0,31.0,42.0,247.78,79.0,86.0,45.0,72.0,41.0,20.0,11.0,24.0,10.0,2.0,8.0,6.32,33.0,7.93,8.83,199.0,7.0,71.0,31.0,8.54
G2068,3.0,40.0,96.0,43.0,5.0,16.0,64.0,5.0,37.0,3.0,8.0,4.0,6.51,9.6,1.51,9.08,9.0,9.24,3.28,2.98,3.09,4.78,3.58,4.86
G2069,145.0,35.0,54.0,14.0,71.0,126.0,46.0,9.0,10.0,18.0,25.0,16.0,36.0,148.0,46.0,36.0,47.0,59.0,43.0,371.0,12.0,396.0,284.0,98.0
G2070,217.0,19.0,489.0,34.0,1026.0,1414.0,359.0,104.0,111.0,175.0,82.0,407.0,65.0,16.0,80.0,23.0,224.0,1294.0,352.0,588.0,803.0,641.0,351.0,1455.0
G2071,2.0,5.9,7.0,9.0,2.63,5.0,4.0,1.0,5.0,2.0,2.0,2.0,2.18,9.27,9.26,8.16,1.0,3.45,6.9,5.29,4.41,1.65,4.2,1.18
G2072,5.0,6.0,1.0,48.0,5.0,25.0,11.0,13.0,6.0,40.0,4.0,8.0,5.53,4.24,6.09,3.95,2.75,8.15,5.32,9.65,4.86,9.68,8.37,5.72
G2073,35.0,316.0,56.0,26.0,50.0,243.0,16.0,4.0,8.0,7.0,79.0,15.0,105.0,107.0,89.0,5.55,218.0,59.0,30.0,18.0,3.93,34.0,2.0,323.0
G2074,331.0,8358.52,17617.0,660.0,8338.0,8986.0,3070.0,1367.0,852.9,641.0,510.0,1107.0,4648.0,8438.0,22474.0,13867.0,15090.59,34407.0,31153.38,11897.0,25468.01,4773.0,26098.0,21611.21
G2075,511.67,886.46,440.61,339.38,1327.57,1796.97,691.0,25.0,31.0,28.0,56.76,74.58,53.0,118.0,539.0,529.0,370.0,371.0,752.0,186.79,44.0,672.0,432.0,653.0
G2076,7.63,4.0,8.33,31.95,4.21,7.92,2.0,4.0,4.66,1.75,1461.0,2.0,1.71,8.59,4.01,8.0,8.61,2.62,8.35,9.98,3.62,9.47,4.01,4.94
G2077,163.0,460.0,168.0,123.0,168.0,227.0,556.0,93.0,472.0,49.0,283.0,447.0,21.0,10.0,131.0,133.0,15.0,1.0,85.0,20.0,28.0,20.0,585.0,99.0
G2078,23319.58,16269.14,19669.16,3732.22,8991.91,22235.1,8769.61,20958.22,8077.26,28851.8,16272.27,12297.11,37988.32,17474.83,17442.72,27380.71,19399.18,64897.29,15295.2,47096.0,67144.87,23809.82,55522.4,31502.41
G2079,4.75,9.0,3.0,2.0,5.0,10.0,2.0,14.0,18.0,20.0,26.0,13.0,7.36,7.31,2.16,7.75,1.0,4.4,2.69,1.0,8.79,6.81,4.53,9.76
G2080,1.0,46.0,942.0,338.0,5.0,24.0,47.0,1.0,23.0,5.55,20.0,9.7,10.0,1.19,9.06,2.86,1.28,12.0,5.82,9.94,9.77,14.0,7.19,3.97
G2081,2.25,6.95,5.0,13.0,8.0,1.0,28.0,2.99,7.87,8.5,1.91,8.86,3.55,1.51,3.81,1.12,2.0,1.0,14.0,6.2,2.77,8.81,12.0,7.48
G2082,165.0,359.0,145.0,66.0,147.0,115.0,58.0,89.0,60.0,104.0,92.0,69.0,156.0,169.0,255.0,114.0,242.0,224.0,103.0,58.0,114.0,269.0,321.0,216.0
G2083,578.0,673.0,521.0,251.0,309.0,518.0,377.0,162.0,188.0,212.0,206.0,230.0,438.0,552.0,1654.0,775.0,313.0,359.0,412.0,735.0,497.0,823.0,572.0,1658.0
