,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
G774,364.0,687.0,410.0,108.0,113.0,332.0,280.0,158.0,179.0,136.0,201.0,159.0,371.0,623.0,1208.0,513.0,268.0,504.0,628.0,1456.0,1068.0,461.0,1068.0,962.0
G775,1427.0,1764.0,1564.0,248.0,1128.0,1176.0,1282.0,680.0,420.0,739.0,453.0,794.0,346.0,412.0,467.0,450.0,252.0,784.0,436.0,231.0,610.0,212.0,609.0,432.0
G776,2116.0,2254.0,1325.0,661.0,866.0,1560.0,936.0,445.0,612.0,503.0,944.0,800.0,1610.0,2746.0,1443.0,1468.0,1451.0,1438.0,1181.0,2754.0,1481.0,1986.0,3333.0,4273.0
G777,110.0,478.0,281.0,50.0,222.0,406.0,160.0,18.0,37.0,33.0,67.0,76.0,11.0,283.0,79.0,51.0,341.0,143.0,90.0,521.0,43.0,286.0,282.0,718.0
G778,281.0,620.0,230.0,151.0,322.0,592.0,428.0,92.0,119.0,85.0,159.0,170.0,95.0,332.0,485.0,493.0,221.0,481.0,215.0,457.0,422.0,172.0,611.0,649.0
G779,63.0,146.0,166.0,9.0,329.0,93.0,270.0,67.0,129.0,75.0,39.0,41.0,18.0,40.0,150.0,39.0,379.0,19.0,224.0,28.0,178.0,4.0,28.0,447.0
G780,15.0,16.0,310.0,17.0,12.0,3.0,22.0,33.0,32.0,26.0,56.0,35.0,105.0,4.0,141.0,150.0,20.0,47.0,22.0,9.02,2.71,3.95,78.0,6.24
G781,32.0,259.0,175.0,140.0,68.0,412.0,178.0,27.0,41.0,41.0,87.0,78.0,111.0,205.0,1283.0,304.0,58.0,707.0,676.0,197.0,146.0,331.0,916.0,741.0
G782,556.0,494.0,229.0,148.0,302.0,694.0,372.0,164.0,208.0,256.0,355.0,380.0,342.0,528.0,431.0,378.0,126.0,487.0,500.0,363.0,756.0,414.0,357.0,701.0
G783,130.0,794.0,417.0,489.0,443.0,1267.0,135.0,162.0,4036.0,1257.0,1134.0,348.0,560.0,164.0,145.0,3110.0,218.0,272.0,87.0,23.0,69.0,10.0,262.0,144.0
G784,94.0,77.0,42.0,48.0,56.0,95.0,65.0,8.0,3.0,7.0,8.0,22.0,7.0,33.0,100.0,95.0,3.0,27.0,86.0,31.0,24.0,40.0,77.0,109.0
G785,535.0,330.0,755.0,122.0,250.0,319.0,651.0,344.0,236.0,172.0,194.0,300.0,854.0,354.0,983.0,2078.0,364.0,1090.0,829.0,1688.0,581.0,525.0,623.0,904.0
G786,53.0,216.0,639.0,121.0,78.0,171.0,513.0,205.0,237.0,65.0,144.0,74.0,1.82,7.23,1.82,4.94,3.97,10.0,2.35,1.17,4.13,7.52,4.37,9.37
G787,571.0,243.0,461.0,117.0,233.0,445.0,296.0,120.0,64.0,63.0,106.0,88.0,215.0,387.0,335.0,426.0,105.0,348.0,206.0,355.0,235.0,259.0,518.0,194.0
G788,10.0,42.0,21.0,140.0,12.0,60.0,77.0,5.0,27.0,13.0,44.0,39.0,7.74,1.17,5.06,3.53,1.0,10.0,4.16,9.62,1.0,8.1,8.5,1.0
G789,19.0,15.0,39.49,35.0,51.39,95.24,21.0,12.0,9.0,11.08,2.0,12.0,5.0,60.0,62.0,20.0,155.0,132.0,47.0,98.0,13.0,66.0,37.0,10.28
G790,448.21,148.98,183.81,87.97,70.0,68.0,73.0,147.0,118.0,761.0,376.98,328.0,192.0,258.0,93.0,80.0,154.0,76.0,94.0,132.0,195.0,134.0,339.0,363.0
G791,1236.0,2293.0,893.0,104.0,332.0,231.0,1057.0,397.0,337.0,483.0,604.0,1041.0,1173.0,616.0,1088.0,1276.0,452.0,628.0,2134.0,813.0,3680.0,766.0,1220.0,1541.0
G792,724.0,1916.0,580.0,364.0,703.0,1456.0,1053.0,442.0,405.0,346.0,339.0,419.0,1560.0,1986.0,938.0,1788.0,1326.0,5527.0,1919.0,4367.0,4779.0,1974.0,5050.0,6141.0
G793,18.0,70.0,59.0,32.0,124.0,141.0,157.0,55.0,313.0,72.0,134.0,126.0,3.97,8.0,6.32,18.0,5.0,1.0,1.28,9.9,9.92,3.93,59.0,2.24
G794,353.0,520.0,343.0,138.0,395.0,245.0,252.0,343.0,175.0,757.0,549.0,525.0,583.0,842.0,336.0,229.0,322.0,409.0,438.0,1334.0,966.0,493.0,792.0,1419.0
G795,442.0,518.0,395.0,394.0,429.0,502.0,420.0,49.0,107.0,52.0,70.0,82.0,49.0,84.0,955.0,312.0,21.0,311.0,62.0,68.0,26.0,137.0,371.0,15.0
G796,353.0,2082.0,1036.0,2940.0,1310.0,4316.0,3668.0,94.0,367.0,99.0,240.0,1024.0,49.0,1094.0,2527.0,394.0,120.0,610.0,927.0,7750.0,58.0,103.0,4924.0,1841.0
G797,4.0,2.3,22.0,4.0,7.05,2.0,1.0,3.93,5.25,1.0,2.0,2.54,8.0,2.27,5.23,9.0,4.03,6.48,6.58,2.47,8.48,6.11,8.17,6.59
G798,2713.0,8390.0,1376.0,311.0,2768.0,1928.0,2586.0,3332.0,1080.0,6687.0,2722.0,4570.0,2862.0,5334.0,3855.0,2192.0,5337.0,2432.0,3336.0,3454.0,9220.0,7737.0,3715.0,6665.0
G799,1242.05,2448.0,3197.26,196.0,1582.37,950.0,1016.35,229.0,161.0,260.0,173.46,339.0,77.0,478.0,59.0,320.0,257.0,2221.93,454.0,1072.0,422.0,129.0,653.96,1606.72
G800,362.0,460.0,1225.0,61.0,260.0,301.0,758.0,50.0,65.0,65.0,78.0,62.0,106.0,337.0,1438.0,537.0,432.0,1712.0,633.0,475.0,1638.0,208.0,410.0,242.0
G801,1224.0,1615.0,1737.0,519.0,856.35,1272.8,1407.0,474.0,241.0,429.47,327.0,578.0,517.0,1546.0,1151.0,1054.0,429.0,4672.84,2546.0,2397.97,546.0,1108.0,2889.0,3764.99
G802,575.6,720.0,5033.99,11.0,793.0,573.0,829.03,29.0,13.0,15.0,4.0,7.0,80.0,140.0,123.0,427.0,54.0,1008.0,353.0,8.0,58.0,4.46,370.0,7.48
G803,17.0,3.0,11.0,17.0,9.0,3.0,8.0,5.0,11.0,7.0,23.0,12.0,22.0,22.0,5.0,5.0,18.0,5.0,31.0,40.0,7.0,1.0,4.0,7.0
G804,117.0,15.0,17.0,6.0,12.0,31.0,5.0,3.0,5.0,1.0,18.0,11.0,2.24,1.0,20.0,11.0,3.0,9.95,3.67,7.75,4.0,9.99,1.31,4.08
G805,282.0,506.0,1091.0,741.0,1007.0,2765.41,1406.0,157.0,259.0,504.0,216.0,399.0,331.0,1277.0,1971.0,778.0,1099.0,4050.0,3105.67,1462.0,1907.0,1362.0,1260.0,2018.0
G806,118.0,253.0,64.0,9.0,97.0,326.0,169.0,29.0,30.0,20.0,32.0,46.0,10.0,116.0,89.0,114.0,48.0,63.0,127.0,102.0,79.0,135.0,58.0,390.0
G807,304.0,631.0,333.0,181.0,130.0,286.0,373.0,238.0,166.0,788.0,465.0,409.0,618.0,783.0,516.0,354.0,419.0,608.0,1045.0,1290.0,1158.0,261.0,1123.0,1409.0
G808,45.0,1154.0,57.0,137.0,51.0,382.0,152.0,10.0,78.0,59.0,375.0,131.0,840.0,87.0,4182.0,2061.0,324.0,402.0,1070.0,2.0,101.0,469.0,2703.0,417.0
G809,3.0,12.0,25.0,5.01,5.0,15.0,30.0,10.0,10.0,3.0,2.0,10.0,8.16,1.98,7.95,5.69,4.89,3.73,4.74,2.34,9.92,6.59,5.6,9.74
G810,15.0,38.0,17.0,13.0,38.0,42.0,114.0,35.0,273.0,36.0,27.0,92.0,2.0,7.54,4.0,3.62,10.0,2.4,3.3,1.52,11.0,9.76,110.0,4.64
G811,1.0,5.0,2.0,1.95,9.46,3.0,4.0,1.33,9.35,4.36,1.4,4.86,3.37,6.85,2.56,8.17,5.99,1.6,7.23,9.14,4.86,8.38,6.0,1.0
G812,23461.0,9772.0,18702.0,674.0,4483.0,9999.0,5992.0,1435.0,1314.0,455.0,761.0,878.0,14415.0,4328.0,10640.0,14681.0,1354.0,11130.0,3114.0,4383.0,5296.0,412.0,3876.0,1228.0
G813,1.0,20.0,62.0,21.0,4.0,7.0,12.0,1.0,18.0,30.0,14.0,24.0,3.0,1.47,17.0,2.0,8.43,5.83,5.0,6.01,4.92,1.0,6.24,9.04
G814,1269.07,7318.32,3258.27,474.91,34777.27,1926.96,3851.48,157.66,416.62,70.31,129.92,219.93,228.83,2775.88,1304.64,1779.34,1775.99,1257.64,1219.02,3814.39,306.21,1765.0,1622.71,4655.99
G815,25.0,38.0,23.0,40.0,13.0,20.0,10.0,1.0,4.0,5.0,5.0,2.0,3.4,12.0,4.0,2.0,15.0,16.0,12.0,15.0,1.0,118.0,33.94,10.0
G816,2343.35,904.71,1134.89,522.99,916.63,909.18,911.48,242.34,281.76,405.49,414.04,502.09,736.89,530.38,1367.82,793.91,854.04,224.46,737.84,1306.0,590.39,1830.68,774.0,1764.72
G817,3.55,6.0,3.0,19.0,18.0,1.0,6.64,1.14,6.24,8.92,4.0,4.0,7.64,4.0,9.28,1.0,12.0,1.0,9.42,8.0,7.52,1.0,1.0,1.97
G818,934.0,1401.99,815.0,257.0,1146.0,700.99,827.93,464.0,265.99,627.0,459.0,682.98,946.0,1473.0,1480.98,930.0,1737.0,937.0,857.98,1286.0,1174.0,1660.94,951.97,1364.8
G819,1069.0,977.0,922.0,125.0,450.0,435.0,447.0,192.0,197.0,207.0,302.0,323.0,673.0,346.0,802.0,461.0,361.0,477.0,507.0,601.0,790.0,270.0,777.0,572.0
G820,6.0,2.0,1.0,36.0,9.35,8.12,7.74,6.0,4.0,1.0,5.0,1.0,3.0,4.18,1.0,4.4,1.8,3.56,4.57,1.0,16.0,3.93,19.0,8.57
G821,391.0,88.0,45.0,104.0,119.0,92.0,257.0,35.0,77.0,101.0,139.0,129.0,50.0,7.0,111.0,102.0,42.0,11.0,58.0,7.05,1.35,32.0,102.0,2.7
G822,91.0,188.0,189.0,167.0,44.0,155.0,98.0,41.0,593.0,79.0,236.0,63.0,211.0,53.0,130.0,71.0,69.0,148.0,89.0,81.0,317.0,529.0,378.0,650.0
G823,60.0,1127.0,26.0,62.0,153.0,396.0,34.0,187.0,112.0,154.0,207.0,302.0,57.0,315.0,67.0,19.0,172.0,264.0,44.0,225.0,516.0,205.0,332.0,424.0
G824,247.0,1084.0,382.0,397.0,394.0,790.0,365.0,363.0,2821.0,264.0,1549.0,553.0,660.0,57.0,445.0,2601.0,106.0,958.0,282.0,1.55,149.0,8.76,214.0,1.0
G825,6.21,3.0,2.4,7.0,3.74,2.79,3.76,3.13,8.01,8.0,3.69,3.0,2.0,2.54,6.44,4.66,1.0,9.81,17.0,1.1,5.86,1.0,2.93,9.12
G826,1232.58,1535.06,1145.75,511.7,1900.25,895.52,1054.12,219.26,279.14,522.87,526.7,501.66,1114.47,983.82,2774.7,1747.9,3840.81,491.57,2849.91,1679.53,870.09,3705.92,3994.94,3794.94
G827,1396.86,107.0,495.86,121.0,266.3,224.44,290.05,117.0,63.0,68.0,127.0,125.0,381.0,108.0,201.47,67.0,99.0,157.0,10.0,527.0,191.92,148.0,351.0,387.0
G828,11.0,70.0,3.0,22.0,17.0,116.0,46.0,15.0,81.0,39.0,95.0,234.0,18.0,25.0,2.1,359.0,8.0,8.85,8.58,8.73,10.0,7.33,1.05,3.33
G829,11745.0,11985.0,5075.0,488.0,20956.0,3625.0,7442.0,23925.0,782.0,13748.0,1885.0,1591.0,233.0,207.0,3573.0,991.0,56.0,13.0,6.75,2.81,4.2,1.53,206.0,2.79
G830,461.0,41.0,107.0,133.0,53.0,75.0,298.0,15.0,50.0,11.0,33.0,42.0,3714.0,213.0,6295.0,7091.0,235.0,1868.0,1133.0,70.0,7.42,275.88,1896.0,2405.0
G831,245.0,69.0,354.0,195.0,228.0,297.0,532.0,26.0,8.0,27.0,48.0,79.0,307.0,568.0,1079.0,1712.0,399.0,216.0,2034.0,442.0,403.0,395.0,436.0,853.0
G832,571.0,234.0,219.0,48.0,41.0,74.0,114.0,24.0,57.0,27.0,65.0,116.0,540.0,31.0,313.0,97.0,25.0,22.0,9.0,51.0,124.0,113.0,233.0,121.0
G833,176.95,245.89,2223.91,415.17,172.25,393.19,345.72,111.38,359.91,407.9,542.88,722.41,144.72,3.64,1126.94,9.63,9.0,1.31,5.95,8.27,8.48,3.0,1073.31,1.0
G834,7.98,3.31,2.18,42.0,7.34,9.97,5.46,1.0,1.87,9.32,1.0,9.27,8.11,9.75,1.0,7.48,2.48,1.79,1.3,5.93,4.2,2.76,6.05,8.77
G835,4.0,27.0,100.0,81.27,27.0,37.0,46.0,12.0,18.0,30.0,20.0,33.0,5.0,20.0,74.0,1.0,22.0,7.0,15.0,50.0,4.79,18.0,35.0,167.0
G836,205.0,288.0,136.0,258.0,91.0,77.0,120.0,59.0,235.0,88.0,497.0,119.0,92.0,30.0,175.0,180.0,209.0,56.0,122.0,206.0,117.0,169.0,320.0,5.0
G837,6292.88,2805.83,3195.83,556.76,1835.8,1666.9,1892.88,17373.0,3241.0,74830.0,43169.0,28208.0,13182.98,3260.0,4015.57,3455.66,2126.96,2767.89,2907.64,15572.0,7689.97,6055.0,18093.0,18673.0
G838,532.0,1452.0,910.0,79.0,648.0,602.0,439.0,116.0,108.0,173.0,175.0,286.0,57.0,296.0,1011.0,489.0,445.0,261.0,382.0,741.0,141.0,475.0,1175.0,1882.0
G839,10.0,106.0,64.0,289.0,9.0,222.0,6.0,19.0,96.0,7.0,48.0,13.0,7.0,2.0,25.0,8.0,15.0,2.0,2.54,1.74,1.0,3.0,8.51,9.44
G840,51.0,151.0,16.0,55.0,113.0,185.0,111.0,201.0,77.0,46.0,55.0,47.0,1.0,12.0,122.0,2.0,1.0,54.0,2.01,1.65,10.0,40.0,2.55,9.61
G841,6.0,8.0,99.0,78.0,33.0,4.0,188.0,1.0,4.0,5.98,16.0,6.0,4.0,3.64,8.7,6.09,60.0,3.05,103.0,2.0,4.1,9.66,129.0,8.21
G842,6.81,3.8,10.0,4.16,6.67,1.44,1.0,3.5,1.42,4.06,5.97,1.69,1.77,2.76,7.48,4.49,7.73,5.01,6.56,1.0,4.34,8.6,2.99,1.0
G843,12.0,130.0,23.0,56.0,12.0,56.0,200.0,8.0,3.0,3.0,4.0,7.0,8.85,2.0,43.0,12.0,1.0,29.0,3.78,3.43,8.62,2.0,40.0,9.0
G844,68.0,146.0,160.0,210.0,2336.0,480.0,970.0,235.0,518.0,822.0,830.0,1850.0,6.0,354.0,77.0,65.0,1410.0,157.0,2.0,218.0,24.0,78.0,330.0,269.0
G845,2.47,8.0,13.0,1.0,4.0,13.0,2.83,1.0,5.85,1.0,1.0,5.9,4.51,7.63,7.68,8.64,3.0,7.28,8.0,6.91,2.0,5.05,26.0,3.03
G846,604.0,188.0,337.0,41.0,350.0,233.0,367.0,250.0,103.0,390.0,719.0,612.0,1000.0,454.0,189.0,217.0,452.0,143.0,90.0,2117.0,844.0,1367.0,2304.0,3538.0
G847,1852.0,22.0,807.0,83.0,66.0,15.0,155.0,14.0,30.0,62.0,109.0,131.0,1688.0,22.0,469.0,62.0,14.0,5.0,101.0,3.52,9.47,16.0,88.0,201.0
G848,4780.0,1140.0,722.0,55.0,461.0,771.0,1052.0,142.0,128.0,96.0,229.0,218.0,3474.0,2677.0,3321.0,3286.0,2496.0,2374.0,2431.0,2566.0,2288.0,1946.0,3652.0,3601.0
G849,343.0,332.0,226.0,59.0,245.0,384.0,192.0,164.0,106.0,322.0,114.0,247.0,687.0,709.0,428.0,470.0,871.0,765.0,429.0,477.0,1704.0,319.0,646.0,841.0
G850,203.0,426.0,766.0,167.0,796.0,2233.0,1073.0,7869.0,13424.0,566.0,903.0,370.0,37.0,20.0,105.0,49.0,12.0,415.0,2.04,516.0,2736.0,2453.0,5545.0,255.0
G851,999.0,461.0,246.0,116.0,71.0,416.0,268.0,69.0,59.0,101.0,135.0,136.0,711.0,813.0,1060.0,486.0,192.0,345.0,729.0,281.0,695.0,600.0,456.0,1171.0
G852,6.93,9.05,8.27,2.0,1.0,5.32,2.19,2.0,6.06,9.37,2.67,9.48,4.4,4.12,6.29,8.6,1.0,5.02,8.0,40.0,8.85,1.05,7.29,5.52
G853,2.0,9.19,17.93,1.0,1.0,2.0,8.92,9.27,1.0,7.25,8.33,1.52,2.63,2.0,2.86,3.29,7.91,6.0,6.0,1.85,4.0,8.64,4.89,5.47
G854,3.92,4.36,2.41,5.87,4.73,6.0,6.91,7.75,7.55,2.35,4.83,1.32,5.48,6.54,1.27,7.89,1.09,8.02,1.93,4.41,6.56,5.85,2.37,3.62
G855,146.0,1632.0,464.0,1233.0,475.0,2952.0,119.0,141.0,3527.0,97.0,3478.0,574.0,96.0,260.0,139.0,171.0,163.0,737.0,353.0,1160.0,129.0,994.0,220.0,116.0
G856,1.0,135.0,4.0,5.0,16.0,53.0,13.0,3.0,1.0,22.0,16.0,10.0,4.0,21.0,201.0,17.0,38.0,144.0,51.0,2.19,165.0,191.0,46.0,40.0
G857,11.0,88.0,21.0,63.0,16.0,22.0,62.0,23.0,121.0,34.0,93.0,79.0,3.87,2.04,6.26,4.51,8.47,8.48,9.11,9.18,3.86,7.69,4.23,8.46
G858,2.39,5.73,7.31,9.07,4.98,6.56,6.61,4.99,4.15,1.17,8.73,7.62,9.82,9.83,8.48,1.57,7.68,9.86,3.17,7.41,8.32,8.2,2.95,2.77
G859,6.18,9.01,1.64,9.91,9.14,1.95,1.59,1.62,4.42,4.88,2.0,9.12,2.43,2.63,8.62,4.14,4.75,7.89,3.91,8.61,4.5,4.05,6.11,1.4
G860,5.0,39.0,550.0,9.0,12.0,1.0,1.0,148.0,2.0,1.0,3.0,8.0,7.14,5.04,5.86,6.33,4.78,5.21,9.99,222.0,6.52,5.55,6.96,8.6
G861,735.96,1119.17,1836.17,93.99,2494.52,1619.47,2463.57,424.29,70.62,151.42,198.26,280.85,1854.65,2410.86,1668.42,7415.19,3920.92,8803.48,5225.65,6581.49,1233.15,643.27,4500.26,10019.13
G862,1.76,7.49,3.0,12.0,7.0,3.0,2.0,1.0,3.0,2.0,10.0,6.91,2.59,4.37,98.0,1.19,6.0,4.48,8.18,5.71,8.04,9.73,12.0,14.0
G863,706.0,873.0,542.0,190.0,738.0,995.0,1068.0,271.0,179.0,281.0,251.0,299.0,528.0,713.0,947.0,877.0,924.0,2095.0,2032.0,1750.0,897.0,842.0,1190.0,920.0
G864,11.0,1.0,12.0,4.0,6.0,5.0,8.0,2.0,5.0,1.0,1.0,8.0,15.0,4.94,18.0,14.0,2.07,2.19,4.39,2.45,8.53,7.63,5.1,8.0
G865,768.0,1163.0,630.0,481.0,670.0,715.0,835.0,316.0,480.0,396.0,395.0,448.0,971.0,1150.0,1404.0,1382.0,957.0,573.0,972.0,707.0,735.0,1226.0,975.0,1197.0
G866,183.0,75.0,105.0,77.0,36.0,32.0,58.0,24.0,54.0,50.0,67.0,40.0,15.0,13.0,6.0,6.0,63.0,8.6,58.0,14.0,8.0,5.0,76.0,1.0
G867,1765.0,2026.0,1053.0,282.0,691.0,1740.0,705.0,386.0,522.0,305.0,254.0,365.0,2387.0,2042.0,3255.0,1033.0,1960.0,1529.0,1784.0,2891.0,3108.0,1273.0,2293.0,2368.0
G868,830.0,792.0,784.0,386.0,351.0,619.0,451.0,292.0,315.0,580.0,650.0,477.0,923.0,797.0,1359.0,1080.0,996.0,1584.0,1288.0,2063.0,2256.0,1078.0,3233.0,2070.0
G869,574.0,731.0,319.0,93.0,219.0,293.0,200.0,226.0,183.0,259.0,313.0,279.0,498.0,433.0,698.0,418.0,368.0,280.0,298.0,609.0,903.0,774.0,808.0,602.0
G870,865.0,284.0,446.0,627.0,278.0,679.0,101.0,268.0,25306.0,9159.0,232698.0,60284.0,611.0,48.0,1095.0,104.0,420.0,271.0,77.0,1553.0,18.0,336.0,1661.0,1213.0
G871,1393.85,646.0,681.88,71.0,251.82,343.95,265.0,266.0,149.0,195.0,276.0,220.0,730.0,472.0,344.0,652.0,449.0,444.57,333.0,629.58,1311.0,180.0,1765.86,475.0
G872,5.0,316.0,60.0,189.0,7.0,175.0,36.0,9.0,65.0,144.0,524.0,40.0,19.0,4.0,486.0,33.0,8.0,69.0,9.54,6.9,89.0,8.03,33.31,8.41
G873,610.0,648.0,550.0,137.0,488.0,416.0,370.0,175.0,182.0,236.0,265.0,416.0,707.0,728.0,1620.0,963.0,1939.0,988.0,1102.0,2800.0,1869.0,804.0,1561.0,1534.0
G874,345.45,96.74,48.21,60.85,43.09,90.78,50.53,32.0,38.34,14.0,35.32,25.81,131.94,33.51,53.84,77.0,64.57,6.0,17.28,1.87,59.39,10.48,90.63,26.17
G875,16.0,7692.0,95.0,119.0,1252.0,727.0,207.0,336.0,26.0,46.0,74.0,214.0,22.0,873.0,1179.0,359.0,4085.0,828.0,195.0,5164.0,6.0,387.0,165.0,406.0
G876,3872.0,46260.0,6046.0,11775.0,3129.0,45562.0,2794.0,34101.0,1211.0,32420.0,10184.0,6135.0,397.0,9738.0,3363.0,384.0,86.0,9300.0,620.0,10122.0,4215.0,9373.0,2054.0,5170.0
G877,194.0,276.0,187.0,193.0,146.0,97.0,236.0,219.0,151.0,114.0,90.0,161.0,206.0,232.0,261.0,293.0,112.0,9.0,33.0,724.0,110.0,544.0,284.0,460.0
G878,8.73,1.56,7.01,2.0,1.78,6.77,4.28,4.76,2.33,2.9,5.99,4.75,5.97,5.55,4.0,1.79,6.29,3.76,1.68,6.92,9.53,4.43,1.45,1.44
G879,1801.0,1819.93,2688.0,299.0,1714.0,3995.0,1222.0,674.0,328.0,404.0,317.0,394.0,2115.0,1243.0,1479.0,1891.0,1591.0,6835.0,1186.0,2653.0,3645.0,830.0,1279.0,1513.9
G880,3.0,38.0,23.0,24.0,8.0,24.0,19.0,5.61,5.0,4.33,1.94,4.0,3.99,7.66,4.51,1.06,2.0,8.0,5.4,7.3,1.0,5.46,61.0,3.9
G881,98.0,41.0,6.49,5.97,8.97,9.48,3.93,8.81,1.0,9.14,2.0,3.17,6.0,5.67,5.17,8.28,6.65,8.1,1.33,7.43,5.48,2.7,3.23,8.15
G882,21.15,26.19,14.98,40.0,26.08,6.9,14.84,16.27,9.3,13.0,20.0,9.86,4.0,11.38,5.04,16.0,10.61,31.0,6.36,9.0,12.0,21.0,2.0,8.52
G883,4.01,22.02,40.2,6.0,23.12,76.49,15.1,17.12,26.6,7.02,5.0,4.01,4.0,6.21,6.55,2.61,8.64,4.44,4.94,2.75,4.75,3.09,6.09,2.15
G884,116.0,265.0,130.0,139.0,233.0,339.0,149.0,56.0,53.0,77.0,145.0,138.0,18.0,47.0,50.0,1.0,22.0,159.0,1.61,101.0,26.0,101.0,33.0,34.0
G885,1352.0,1553.0,1505.0,253.0,728.0,852.0,648.0,835.0,513.0,927.0,2012.0,880.0,645.0,416.0,1788.0,1122.0,208.0,1592.0,457.0,571.0,2326.0,575.0,447.0,923.0
G886,14.0,109.0,98.0,55.0,260.0,1345.0,205.0,9.0,25.0,9.0,6.0,19.0,10.0,3734.0,136.0,78.0,3.0,3043.0,76.0,8187.0,6.0,20.0,1121.0,864.0
G887,1311.0,1112.0,855.0,169.0,442.0,944.0,505.0,218.0,265.0,151.0,341.0,335.0,1079.0,1503.0,1660.0,843.0,1023.0,936.0,777.0,1211.0,1155.0,1086.0,1525.0,1844.0
G888,4.0,11.0,79.0,3.0,4.0,9.0,11.0,16.0,19.0,8.0,10.0,9.0,5.91,3.38,4.37,3.72,7.77,9.09,9.96,6.34,2.0,1.0,4.43,5.98
G889,1775.0,7856.0,350.0,635.0,6584.0,761.0,2170.0,5788.0,2546.0,3110.0,2022.0,1735.0,1608.0,263.0,1368.0,1045.0,2769.0,400.0,597.0,1175.0,4912.0,1357.0,2084.0,2031.0
G890,534.1,602.39,571.17,61.75,213.39,252.76,169.13,118.59,97.59,90.04,191.88,180.26,724.51,194.31,793.0,496.76,677.99,282.0,248.08,593.0,740.85,323.0,745.0,372.0
G891,1011.0,768.0,493.0,86.0,931.0,1518.0,1180.0,134.0,471.0,142.0,181.0,198.0,344.0,64.0,15.0,6.0,83.0,161.0,7.87,10.0,20.0,114.0,42.0,8.0
G892,280.0,359.22,125.21,142.0,191.0,471.69,179.53,182.9,224.74,260.93,233.0,248.18,365.0,571.64,451.45,494.0,250.23,390.77,92.0,372.0,997.0,549.86,802.19,724.0
G893,1.0,357.0,12.0,4.12,108.0,4.25,1.41,1.0,3.0,3.48,9.0,68.0,2.0,1.35,15.0,5.79,24.0,8.57,1.0,7.98,7.0,8.69,8.21,207.0
G894,2024.85,2178.89,1838.54,502.81,1168.31,732.55,568.6,168.36,118.3,228.43,264.91,603.33,988.35,2018.55,977.12,1239.84,1272.01,2069.02,941.62,4162.97,612.49,1763.97,4808.1,5081.78
G895,4.81,5.0,2.0,27.0,3.0,5.03,46.0,3.0,1.0,6.41,2.04,4.34,1.0,9.71,21.0,10.0,1.78,5.35,4.0,83.0,229.0,2.44,13.0,3.77
G896,7.58,6.54,7.89,6.57,6.7,3.4,2.05,3.17,4.39,1.68,3.4,2.35,7.58,3.98,3.69,8.85,7.55,7.04,5.26,4.5,5.15,4.82,1.86,7.16
G897,3.66,1.59,1.0,1.82,7.1,1.5,4.04,3.52,2.54,4.33,1.0,4.58,4.9,2.37,1.0,2.69,2.0,3.83,1.36,8.65,2.41,9.94,3.39,4.06
G898,3.0,15.0,10.0,73.0,3.04,1.0,3.0,3.0,1.0,7.0,39.0,13.0,15.0,7.8,7.37,2.0,8.47,5.54,4.86,7.95,4.25,3.56,1.0,1.68
G899,15678.0,5536.0,6297.0,596.0,4941.0,4108.01,4064.0,1983.0,2793.0,5330.0,3628.0,2264.0,5184.0,8567.0,4674.0,4741.0,2958.0,7477.09,3957.0,6737.0,6490.0,6313.27,9086.0,5332.0
G900,3.0,1.5,11.0,3.0,4.25,7.97,2.64,5.8,1.08,9.68,4.0,2.53,7.41,6.26,1.53,2.39,2.67,8.78,4.11,7.93,7.46,2.21,2.84,8.12
G901,5.0,59.0,93.0,68.09,52.0,37.0,107.0,4.31,10.0,10.0,26.0,27.0,9.38,318.23,89.0,160.0,2.0,50.0,28.0,5.3,1.76,3.14,111.0,6.73
G902,3.0,13.0,26.0,20.0,7.0,6.0,22.0,4.0,39.0,18.0,26.0,20.0,1.85,7.83,19.0,3.82,4.88,7.76,4.04,7.96,14.0,8.85,67.0,6.0
G903,31.0,44.0,46.0,51.0,40.0,36.0,49.0,18.0,98.0,48.0,150.0,160.0,6.0,5.5,59.0,41.0,2.0,12.0,1.64,2.77,6.72,9.87,112.0,1.17
G904,7.09,17.0,2.89,1.0,33.0,6.82,4.57,7.06,3.08,2.0,8.66,2.0,4.87,3.0,6.17,5.67,19.0,3.97,2.0,8.0,2.0,48.0,13.0,13.0
G905,8734.0,3011.0,8878.0,6449.0,5890.0,7313.0,14834.0,667.0,4130.0,1305.0,2678.0,4629.0,3892.0,205.0,13846.0,9876.0,244.0,1663.0,1220.0,137.0,54.0,142.0,6393.0,2.06
G906,9.13,5.61,1.71,3.56,8.46,3.27,5.42,6.41,5.73,3.64,5.89,2.44,7.51,1.0,7.29,1.0,6.06,5.54,1.82,9.86,8.19,9.68,5.71,4.99
G907,440.58,803.0,797.75,352.79,2768.8,1420.38,4507.99,457.83,584.0,1175.0,351.0,1889.74,75.0,43.0,1654.0,207.0,885.0,322.99,102.0,591.0,158.0,108.0,479.0,6536.89
G908,24.0,65.0,54.0,63.0,21.0,126.0,50.0,6.0,169.0,2.0,159.0,113.0,6.0,3.01,27.0,9.12,5.51,2.06,1.0,4.0,2.1,1.92,80.0,8.0
